num,nom,annee_naissance,annee_decès,bio
726912,Vœltzel René,,,
82005,Barré Rémi ,1948,,"Ingénieur civil des mines, docteur en économie. - Directeur de l'Observatoire des sciences et des techniques (en 2001) (Source DataBNF)"
81055,Laville Françoise,,,
233303,Hémon Christophe,,,
00070531,Lévesque Jacques,,,
00070541,Tousignant Nathalie,,,
68793,Dufourcq Elisabeth,,,
1361,Guex Sébastien,,,Historien. - Enseignant à l'Université de Lausanne (en 1999) (Source DataBNF)
206377,Akiyama Terukazu ,1918,2009,"Écrit aussi en français
Historien de l'art, diplômé de l'Université de Tokyo. - Spécialiste de l'art japonais de l'époque médiévale et de l'art bouddhique de l'Asie de l'Est. - Professeur à l'Université de Tokyo (à partir de 1969), puis au Gakushuin, Tokyo. - Membre de l'Institut des arts, Tokyo (en 1977). - Lauréat du prix de l'Académie japonaise (en 1967). - Francophile. - Membre du comité de rédaction de la revue française ""Arts asiatiques"" (Source DataBNF)"
227444,Iyanaga Shôkichi ,1906,,Mathématicien. - A enseigné à l'Université de Tokyo dont il a dirigé la Faculté des sciences (de 1965 à 1967). - A enseigné à l'Université Gakushuin (de 1967 à 1977). - Elu membre de l'Académie du Japon (en 1978) (Source DataBNF)
204226,Matsubara Hideichi ,1930,,"Professeur à l'Université Keiô, Tokyo (en 2008) (Source DataBNF)"
245840,Grégoire V.,,,
850029,Sicard-Arpin Ghislaine,,,
237638,Serça Pierre,,,Professeur de philologie grecque et latine à l'université de Toulouse-le-Mirail (Source DataBNF)
176933,Sirc Ljubo,,,
275351,Robert Louis ,1904,1985,"Historien et archéologue, spécialiste d'épigraphie et de l'époque hellénistique. - Membre de l'Académie des Inscriptions et belles-lettres (élu en 1948) (Source DataBNF)"
364457,Galinier Martin ,1966,,"Docteur en histoire de l'art (Montpellier 3, 1995), agrégé d'histoire. - Maître de conférences en histoire et histoire de l'art romain, Université de Perpignan (en 2005) (Source DataBNF)"
00070701,Roux Michel,,,
158017,Laban Isabelle,,,
55414,Duclos Denis ,1947,,"Docteur en sociologie (Paris, Institut d'études politiques, 1987). - Sociologue, spécialiste des risques de société. - Directeur de recherche au CNRS (en 1997). - Membre de l'unité de recherche associée ""Psychanalyse et pratiques sociales"", Université d'Amiens (en 1997). - Enseigne l'anthropologie des techniques à l'UFR de philosophie à l'Université Paris I-Sorbonne (en 1997). - Anime les séminaires de l'association ""Rencontres Sciences Sociales"" (en 1989) (Source DataBNF)"
174154,Cotrait René ,1931,1975,
00070741,L'Hérault Pierre,,,
849902,Lyons John D. ,1946,,
159206,Ring Éva ,1950,,Historien. - Publiciste (Source DataBNF)
30030,Grinberg Martine,,,Ingénieur CNRS au Centre de recherches historiques de l'EHESS. - Enseignante en histoire à l'École nationale supérieure d'architecture de Normandie (en 2006) (Source DataBNF)
30662,Ayçoberry Pierre ,1925,2012,Historien. - Professeur d'histoire contemporaine à l'Université de Strasbourg. - Agrégé d'histoire et docteur ès lettres (Source DataBNF)
25126,Zylberberg Michel ,1940,2009,Docteur d'État. - Professeur d'histoire en classes préparatoires au Lycée Henri-IV à Paris (Source DataBNF)
59566,Blocker Déborah ,1970,,"Docteur en littérature française (Paris 3, 2001). - Ancienne élève de l'École normale supérieure (rue d'Ulm). - Agrégée de Lettres modernes. - Enseignante de littérature française à l'Université de Rouen (Mont-Saint-Aignan) (en 1996) (Source DataBNF)"
172173,Demolon Pierre,,,Directeur du service archéologique du Musée de Douai (en 1989) (Source DataBNF)
274946,Galinié Henri,,,"Archéologue. - Chercheur au CNRS, Tours (Source DataBNF)"
247225,Verhaeghe Frans,,,Archéologue. - Chercheur au FNRS (Belgique) (Source DataBNF)
69028,Leniaud Jean-Michel ,1951,,"Historien de l'architecture et du patrimoine, spécialiste de l'histoire de l'architecture des XIXe et XXe siècles. - Archiviste paléographe. - Docteur en droit (Paris 2, 1986). - Directeur d'études à l'École pratique des hautes études et professeur à l'École nationale des chartes (en 1998). - A exercé diverses responsabilités dans l'administration patrimoniale au Ministère de la Culture (Source DataBNF)"
78296,Gorni Olindo,,,
254278,Cornette Joël ,1949,,"Historien. - Maître de conférences à l'Université de Paris I (en 1990), professeur d'histoire moderne à l'Université de Paris 8 (en 2003) (Source DataBNF)"
5743,Raynaud Marie-Laure,,,
00070962,Librairie Tekhné,,,
82464,Wirth Eugen,,,
58809,Michel Andrée ,1920,,"Sociologue féministe. - Docteur d'État (Sorbonne, 1959). - Directeur honoraire de recherche au CNRS (Source DataBNF)"
210219,Régniez Jacques,,,"Administrateur de l'INSEE, directeur financier d'un établissement de crédit, directeur général d'une société financière (en 1988) (Source DataBNF)"
269558,Denain Pierre ,1932,,Angliciste. - Maître de conférences honoraire à l'Université de Lille 3 Charles-de-Gaulle (en 2005) (Source DataBNF)
25431,Brown Bernard,,,
26978,Verdes Leroux Jeannine ,1940,,Sociologue et historienne. - Chargée de recherche au Centre d'études de la vie politique française (CNRS-Sciences-Po). (Source DataBNF)
27818,Rémond René ,1918,2007,Universitaire. - Historien. - Président de la Fondation nationale des sciences politiques. - Membre de l'Académie française (Source DataBNF)
180480,Krifa Hadjila,,,"Maître de conférences à la Faculté de sciences économiques et sociales de Lille 1, chercheur au CNRS (en 1996) (Source DataBNF)"
180481,Vermeire Karine,,,
193913,Simmony Marc,,,Docteur en droit. Diplômé d'Études supérieures en sciences politiques de l'Université de Paris II. - Chercheur associé à l'Institut de recherche en droit public de Bordeaux et contrôleur financier en région Aquitaine (en 2003) (Source DataBNF)
195056,Kunth Antoine,,,
259041,Hardy Andrew ,1966,,"En poste, Ecole française d'Extrême-Orient, Hanoi (en 2003) (Source DataBNF)"
50901,FLORIOT Jean Louis ,1947,,
66751,Cros-courtial Marie-Louise,,,Docteur d'Etat en droit. - Maître de conférences à l'Université de Saint-Etienne (en 1989) (Source DataBNF)
66845,Modugno Paolo,,,
66788,Gómez-Reino Cachafeiro Margarita,,,
66898,Secondy Philippe,,,"Docteur en science politique (Montpellier 1, 2001). - Chargé de cours à l'Université Montpellier 1 et à l'Université Paul Valéry-Montpellier 3 (en 2006) (Source DataBNF)"
284950,Balme Richard ,1957,,
215580,Jouve Bernard ,1965,2009,"Géographe. - Docteur en génie civil (ENPC, 1992). - Docteur en urbanisme. - Chargé de recherches au Centre de recherche et d'enseignement Evaluations, organisations, politiques publiques (CEOPS) de l'Ecole nationale des travaux publics de l'Etat de Vaulx-en-Velin (en 1994). - Chargé de recherches au Laboratoire de recherches interdisciplinaires Villes, espaces, société (RIVES) de l'École nationale des travaux publics de l'État. Professeur à l'Université du Québec à Montréal et titulaire de la Chaire de recherche du Canada en étude des dynamiques territoriales (en 2003) (Source DataBNF)"
223225,Garbownik Nathalie,,,
233570,Cattacin Sandro ,1963,,"Enseignant au département de science politique de l'Université de Genève et à la chaire de travail social de l'Université de Fribourg, Suisse (en 1996) (Source DataBNF)"
233571,Panchaud Christine,,,"Secrétaire générale de l'ARTIAS, Association romande et tessinoise d'action sociale (en 1997) (Source DataBNF)"
270304,Guengant Alain,,,"Docteur en sciences économiques. - Chargé de recherche au CNRS (en 1989). - Membre du CREFAUR, Université de Rennes I (en 1989) (Source DataBNF)"
198835,Collins Robert ,1933,2008,"Professeur d'histoire, University of California, Santa Barbara (en 1996) (Source DataBNF)"
202258,Marnef Guido,,,
247966,Trousson Raymond ,1936,2013,"Essayiste, spécialiste des littératures modernes comparées et du dix-huitième siècle. - Membre de l'Académie royale de langue et de littérature françaises de Belgique, professeur à l'Université libre de Bruxelles (en 1995) (Source DataBNF)"
199515,Hansotte Georges ,1922,1995,Archiviste. - Historien (Source DataBNF)
54396,Grierson Philip ,1910,2006,"A aussi écrit en français
Numismate. - Professeur à l'Université de Cambridge et à l'Université libre de Bruxelles (Source DataBNF)"
288013,Arbaret-Schulz Christiane,,,
288118,Jacob Damien,,,
33287,Pocquet du Haut-Jussé Barthélemy-Amédée ,1891,1988,Archiviste paléographe (promotion 1914). - Professeur honoraire des Facultés de Rennes et de Dijon (Source DataBNF)
2605,Lemel Yannick,,,"Directeur de l'Observatoire économique de Paris, responsable du programme de recherche CNRS-INSEE sur la production domestique (en 1991). - Inspecteur général de l'INSEE et directeur du Laboratoire de Sociologie quantitative CREST-INSEE, enseignant à l'École nationale de la statistique et de l'administration économique-ENSEAE et à l'institut d'études politiques de Paris (en 2004) (Source DataBNF)"
71442,Delaunay Quynh,,,
69577,November Valérie,,,"Géographe. - Professeur : École polytechnique fédérale de Lausanne, Suisse (en 2007) (Source DataBNF)"
177384,Majda Pawel,,,
222003,Bandt Jacques de,,,"Directeur de recherche CNRS, responsable du Groupe de recherche en économie industrielle, Nanterre, puis Laboratoire Transformations de l'appareil productif et structuration de l'espace social, Nice, professeur aux universités de Nice-Sophia Antipolis, Corte et Roskilde (Danemark) (en 1995) (Source DataBNF)"
47615,Guitton Henri ,1904,1992,
177628,Poznanski Kazimierz,,,"Enseigne l'économie à l'Université de Washington, Seattle (en 1987) (Source DataBNF)"
179531,Neuberger Egon ,1925,,"En poste, State university of New York, Stony Brook (en 2001) (Source DataBNF)"
177662,Koltay Jenö,,,
180389,Fabry Nathalie,,,"Docteur en économie internationale. - Maître de conférences en économie internationale à l'Université Paris-Est Marne-la-Vallée, chercheuse au Laboratoire Ville mobilité transport (en 2015) (Source DataBNF)"
180388,Dijksman-Valentin Laurence,,,
207851,Grevet René ,1949,,"Docteur en histoire moderne (Lille 3, 1988). - Maître de conférences à l'université de Lille-III (en 1992) (Source DataBNF)"
157706,Péronnet Michel ,1931,1998,"Professeur d'histoire moderne à l'Université Paul-Valéry, Montpellier III (Source DataBNF)"
416052,Sivéry Gérard ,1925,2012,"Docteur ès lettres, agrégé d'histoire. - Professeur émérite d'histoire médiévale à l'université Charles de Gaulle-Lille III (Source DataBNF)"
31660,Audisio Gabriel ,1942,,"Agrégé d'histoire. - Enseignant à l'Université de Provence (1977-1989), professeur d'histoire moderne à l'Université Blaise Pascal de Clermont-Ferrand (en 1991) (Source DataBNF)"
365245,Durand René,,,
216973,Elm Kaspar ,1929,,"Spécialiste d'histoire du moyen âge. - Professeur, Freie Universität, Berlin (en 1992) (Source DataBNF)"
218307,Del Re Alisa,,,
255963,Jenson Jane,,,"Écrit aussi en français
Politologue. - Professeur, Carleton university, Ottawa (en 1993) (Source DataBNF)"
281606,Sineau Mariette,,,Sociologue. - Chargée de recherches au CNRS (en 1988). - Travaille au Centre d'étude de la vie politique française de la Fondation nationale des sciences politiques (en 1988) (Source DataBNF)
386266,Castellani Carlo ,1822,1897,"A aussi écrit en latin
Directeur de la Bibliothèque Vittorio Emmanuele, Rome, puis de la Bibliothèque Marciana, Venise (1887-1897). - Bibliographe et philologue (Source DataBNF)"
387494,Conchon Anne,,,
386381,Lüsebrink Hans-Jürgen,,,
147154,De Bruycker Philippe,,,Enseignant et chercheur à l'Université libre de Bruxelles. - A créé en 1999 le réseau Odysseus qui regroupe des juristes européens spécialisés dans les domaines de l'immigration et du droit d'asile (Source DataBNF)
147256,Delcamp Alain ,1946,,"Docteur d'état en droit public. - Directeur du service des commissions du Sénat, enseigne à l'Institut d'études politiques d'Aix-en-Provence, secrétaire général de la Fondation des collectivités locales (en 1991) (Source DataBNF)"
443170,Loux Françoise,,,
166620,Lion Antoine ,1940,2012,
57206,Erny Pierre ,1933,,Ethnologue. - Directeur de l'Institut d'ethnologie de l'Université des sciences humaines de Strasbourg (en 1987) (Source DataBNF)
268893,Fonseca Claudia,,,"Docteur en histoire (EHESS, 2001). - Maître de conférences à l'université Paris 3-Sorbonne Nouvelle (en 2003) (Source DataBNF)"
257145,Chatelain Abel ,1910,1970,"Agrégé d'histoire-géographie. - Démographe et géographe. - Professeur d'histoire-géographie. - Attaché de recherche au CNRS, Centre national de la recherche scientifique (Source DataBNF)"
243726,Piercy Philippe,,,Agrégé de géographie. - Professeur de classes préparatoires au lycée de Sèvres (en 1997) (Source DataBNF)
66481,Pardailhé-Galabrun Annik,,,Ingénieur au CNRS (Source DataBNF)
203088,Foisil Madeleine,,,"Historienne spécialiste du 17e siècle et ingénieur de recherche au CNRS. - Chevalier de l'ordre national du mérite. - Docteur en histoire (Paris-Sorbonne, 1966) (Source DataBNF)"
68823,Subacchi Paola ,1962,,
277215,Ruggiu François-Joseph,,,"Ancien élève de l'École normale supérieure, agrégé d'histoire. - Professeur d'histoire moderne à l'Université de Bordeaux 3 (en 2007) (Source DataBNF)"
68886,Le Roux Nicolas ,1970,,"Agrégé et docteur en histoire. - Maître de conférences à l'Université de Paris IV-Sorbonne (en 2001). - Professeur d'histoire moderne, Université Lyon 2 (en 2012) (Source DataBNF)"
69065,Robert François,,,
257984,Boisson Didier ,1962,,Historien. - Professeur d'histoire moderne à l'Université d'Angers depuis 2008 (en 2012). - Maître de conférences à l'Université du Maine (en 2005) (Source DataBNF)
67899,Bercé Yves-Marie ,1936,,Archiviste-paléographe. - Ancien membre de l'École française de Rome. - Professeur émérite d'histoire à l'université Paris IV-Sorbonne (Source DataBNF)
179078,Fasano Guarini Elena,,,"Professeur d'histoire moderne au Département d'histoire moderne et contemporaine de l'Université de Pise, Italie (Source DataBNF)"
203823,Py Loriane ,1984,,
363653,Canavaggio Perrine,,,
61371,Tertian Jean-Louis,,,
253870,Bernand Carmen ,1939,,Anthropologue et historienne. - Professeur à l'Université de Paris 10 (en 1988) (émérite en 2013). - Membre de l'Institut universitaire de France (en 2013) (Source DataBNF)
29308,Tits-Dieuaide Marie-Jeanne,,,
263549,Calvet Marc ,1952,,"Géologue. - Docteur ès lettres (Paris 1, 1994). - Professeur à l'Université de Perpignan (en 2011) (Source DataBNF)"
168742,Debrie Jean ,1974,,"Chargé de recherche à l'INRETS-SPLOT, Institut national de recherche sur les transports et leur sécurité, Unité Systèmes productifs, organisation logistique et transports (en 2005) (Source DataBNF)"
240612,Dupon-Lahitte Bernadette,,,
177747,Boone Marc ,1955,,"Professeur d'histoire médiévale à l'Université de Gand, Belgique (en 2003) (Source DataBNF)"
256211,Dye Guillaume,,,
220765,Giros Christophe,,,
76549,Sommé Jean ,1931,2018,"Agrégé de géographie. - Professeur d'Université à Lille I, en 1994 (Source DataBNF)"
170530,Haesaerts Paul ,1942,,"Écrit aussi en anglais
Géologue et préhistorien. - En poste au Museum de l'Institut des sciences naturelles de Belgique, Bruxelles (en 2000) (Source DataBNF)"
270821,Durfort Sylvie ,1961,,
299205,Bratianu G. I. ,1898,1953,"A aussi écrit en français
Historien et homme politique. - A été directeur de l'Institut pour l'étude de l'histoire mondiale à l'Université de Bucarest (1941-) (Source DataBNF)"
250394,Van De Vyver A.,,,
205755,Taverdet Gérard,,,Dialectologue. - Professeur de linguistique française à l'Université de Bourgogne (en 2007) (Source DataBNF)
275343,Morineau Michel ,1929,,"Professeur d'économie à l'Université Blaise-Pascal-Clermont-Ferrand II (en 1989), Puis à l'Université de Paris-XII Val-de-Marne (en 1991) (Source DataBNF)"
220074,Verdon Jean ,1937,,Professeur d'histoire médiévale à l'Université de Limoges (en 1996) (Source DataBNF)
251212,Guichard Pierre ,1939,,"Historien. - Docteur en histoire médiévale (Toulouse 2, 1987). - Professeur d'histoire du Moyen âge à l'Université Lumière-Lyon II. - Correspondant de l'Académie des inscriptions et belles-lettres (Source DataBNF)"
280301,Amann E.,,,
403693,Frison-Roche François ,1955,,Chercheur au Centre d'études et de recherches de sciences administratives (CERSA) de l'université de Paris 2 (en 2005) (Source DataBNF)
180024,Lacquement Guillaume,,,"Géographe. - Allocataire de recherche, URA 906 du CNRS, Université Paul-Valéry, Montpellier (en 1993). - Maître de conférences à l'Université de Perpignan (en 2007) (Source DataBNF)"
276310,Christians Louis-Léon ,1961,,Juriste. - Professeur à l'Université catholique de Louvain la Neuve (en 2000) (Source DataBNF)
365327,Ponteil Félix ,1892,1985,Historien. - Correspondant de l'Institut et professeur honoraire à l'Université de Strasbourg (en 1966). - Directeur honoraire de l'Institut d'études politiques de Strasbourg (en 1966) (Source DataBNF)
61144,Guillemard Anne-Marie ,1942,,"Professeur à l'Université de Paris I. - En mission à la Direction de l'animation de la recherche, des études et des statistiques du Ministère du travail, de l'emploi et de la formation professionnelle (1994) (Source DataBNF)"
256981,Crouzet François ,1922,2010,Historien. - Professeur d'histoire de l'Europe du Nord à l'Université de Paris IV-Sorbonne et directeur du Centre de recherches sur la civilisation de l'Europe moderne (en 1987) (Source DataBNF)
00072531,Equipe INGENUE,,,
61131,Jacmart Marie-Claude,,,
419217,Nollet Raymonde,,,
281875,Czerny Boris ,1961,,Agrégé de russe et maître de conférences à l'Université de Caen. - Auteur d'une thèse sur l'écrivain juif russe Simon Louchkevitch (Source DataBNF)
220735,Comtet Roger,,,"Professeur au Département de slavistique de l'Université de Toulouse-Le Mirail (en 1997). - Co-directeur de la revue internationale ""Russian linguistics"" et directeur de la revue ""Slavica occitania"" (Source DataBNF)"
257260,Conte Francis ,1944,,"Professeur à l'Université de Paris-Sorbonne, directeur des études sur l'URSS et l'Europe centrale au CREST-Ecole polytechnique (en 1991) (Source DataBNF)"
52148,Laurent Franck ,1962,,Maître de conférences à l'Université du Maine (en 1996) (Source DataBNF)
49215,Césari Laurent,,,
51352,Gregarek Rainer,,,
285860,Wahl Alfred ,1938,,"Historien, spécialiste de l'histoire allemande et de l'histoire du football. - A été professeur d'histoire contemporaine (1980-2003), et directeur du Centre de recherche Histoire et civilisation de l'Europe occidentale, Université de Metz, Moselle (1989-2003) (Source DataBNF)"
167206,Duval Gilles ,1953,,"Docteur en anglais (Dijon, 1986) (Source DataBNF)"
277552,Northedge Alastair ,1949,,Maitre de conférence en art islamique et en archéologie à l'université de Paris IV (en 1992) (Source DataBNF)
221999,Rauch André ,1942,,Professeur à l'Université de Strasbourg II (en 1988) (Source DataBNF)
363705,Cleyet-Michaud Rosine,,,Archiviste-paléographe. - Conservateur aux archives départementales du Loiret (en 1982). - Directrice des Archives des Alpes-Maritimes (en 1990). - Directrice des Archives départementales du Nord (en 2007) (Source DataBNF)
215579,Lefèvre Christian,,,
31220,Quermonne Jean-Louis ,1927,,
289388,Couppey-Soubeyran Jézabel,,,"Maître de conférences à l'Université Paris 1 Panthéon-Sorbonne, chercheuse au Centre d'économie de la Sorbonne-CNRS (en 2006) (Source DataBNF)"
254730,Paugam Serge ,1960,,"Docteur en sociologie (Paris, Ecole des hautes études en sciences sociales, 1988). - Sociologue au CNRS (en 1993). - Maître de conférences à l'Institut d'études politiques de Paris (en 1993) (Source DataBNF)"
81797,Selz Marion,,,
15015,Fontaine Roger,,,Professeur de psychologie du développement et du vieillissement à l'Université de Tours (en 1999) (Source DataBNF)
210686,Gramain Agnès ,1971,,"Économiste. - Maître de conférences à l'Université Paris IX-Dauphine et chercheur au Laboratoire d'économie et de gestion des organisations de santé, LEGOS, Université Paris-Dauphine (en 2003) (Source DataBNF)"
210420,Wittwer Jérôme ,1964,,
446710,Yaouancq Françoise,,,
81326,Marpsat Maryse ,1951,,"Maryse Marpsat est une statisticienne et sociologue française née en 1951. Administratrice de l'Insee et chercheuse associée à l'Institut national d'études démographiques et à l'UMR CSU (Cultures et sociétés urbaines) du CNRS, elle enseigne à l'EHESS (école des hautes études en sciences sociales) et est membre de l’Observatoire national de la pauvreté et de l'exclusion sociale. (Source DBpedia)"
157278,Simantov Albert ,1925,2011,Ingénieur agronome. - Directeur de l'agriculture et des pêcheries à l'OCDE. - Président du CIHEAM (en 1992) (Source DataBNF)
229034,Hertzog Robert,,,
2261,Bruno Catherine,,,
259894,Donné Stéphane,,,
237543,Prost Olivier,,,
237544,Parmentier Hugues,,,
237545,Hugon Cyrille,,,
232430,Yanitch Jean-Patrick,,,
256252,Rainero Romain,,,"Docteur honoris causa de l'Université de Nice. - Professeur d'histoire contemporaine à la Faculté de Sciences politiques de l'Université de Milan, président de la section italienne du Comité franco-italien d'histoire et membre de la Commission italienne d'histoire militaire de l'état-major italien (en 2002) (Source DataBNF)"
178367,Poisson Véronique,,,Docteur en sciences sociales (Source DataBNF)
223949,Delbaere R.,,,
447856,Thomas Régis ,1943,,
570570,Parent G.H,,,
257797,Cœuré Sophie ,1966,,"Historienne, spécialiste du communisme, des relations franco-soviétiques et de l'histoire politique des archives. - Maître de conférences à l'École normale supérieure de Paris (en 2011). - Professeur d'histoire contemporaine à l'Université Paris-Diderot et membre du laboratoire ICT, Identités, cultures, territoires (en 2017) (Source DataBNF)"
195179,Malguine Artiom,,,
229401,Schön Jackie,,,
370968,Desné Roland ,1931,,Attaché de recherches au CNRS. - Professeur d'Université. - Agrégé de l'Université (Source DataBNF)
385577,Stenger Gerhardt,,,
30950,Pélissier René ,1935,,"Écrit aussi en anglais et en portugais
Historien. - Docteur ès lettres (Paris I, 1975) (Source DataBNF)"
224444,Cohen Elie ,1950,,"Economiste et sociologue, spécialiste de politique industrielle. - Chercheur au CNRS, UPR 268, Groupe d'analyse des politiques publiques, GAPP, Université de Paris I (en 1991) (Source DataBNF)"
47114,Boudier Christian,,,
225459,Garde Paul ,1926,,Professeur de langues slaves à l'Université de Provence (Source DataBNF)
365209,Pagès Georges ,1867,1939,Historien. - Inspecteur général de l'instruction publique (Source DataBNF)
00073421,Brazeau Jacques,,,
00073431,Hyman Richard,,,
00073441,Beaumont P.B.,,,
00073451,Marchbin Andrew A.,,,
00073461,Galarneau Claude,,,
00073471,Chénard Gabriel,,,
00073481,Gilson Nathalie,,,
00073482, Natacha,,,
00073483,Labondance Fabien,,,
00073491,Pilisi Paul,,,
00073501,Colard Daniel,,,
00073511,Thouez Jean-Pierre,,,
00073521,Puślecki Zdzislaw W.,,,
00073531,Overbeek Henk,,,
00073541,Kirschbaum Stanislav,,,
00073551,Pilisi Paul,,,
00073561,Lavigne Marie,,,
00073571,Jolicoeur Pierre,,,
00073581,Avril Yves,,,
00073591,Dupuch Sébastien,,,
00073592,Milan Christelle,,,
00073601,Rouquet La Garrigue Victor,,,
00073611,Kirschbaum Stanislav,,,
00073631,Dumoulin André,,,
00073641,Conte Bernard,,,
00073651,Bethemont Jacques,,,
236457,Méniel Patrice,,,"Archéologue. - Docteur en sciences appliquées (Paris 7, 1984). - Chargé de recherche au CNRS-UMR, Centre national de la recherche scientifique-Unité mixte de recherche 5594 (en 2008) (Source DataBNF)"
58559,Coombs D.,,,
236206,Pautreau Jean-Pierre ,1946,,"Préhistorien. - Directeur de recherches au CNRS, UMR 153 Civilisations atlantiques et archéosciences. - Chargé de cours à l'Université de Poitiers (en 1996) (Source DataBNF)"
54391,Djindjian François ,1950,,"Ingénieur E.S.E., docteur ès lettres, spécialiste de l'archéologie. - Chercheur associé au CNRS (en 1991) (Source DataBNF)"
00073731,Savoie-Zajc Lorraine,,,
4448,Tietze Christopher,,,
6312,L. J.,,,
58828,Longone Paul ,1911,2008,
7836,C. Y.,,,
364954,Lentz Thierry ,1959,,Universitaire. - Collaborateur de revues historiques. - Directeur de communication en entreprise (en 1997) (Source DataBNF)
396470,Delamare François,,,Docteur ès sciences physiques (Source DataBNF)
00073931,Toutain Stéphanie,,,
00073932,Dartiguenave Catherine,,,
52970,Laroche-Gisserot Florence,,,
270767,Truchet Didier ,1948,,"Professeur à l'Université Panthéon-Assas, Paris II (en 1990) (en 2002). - Président de l'Association française de droit de la santé (en 2004) (Source DataBNF)"
257832,Du Réau Elisabeth ,1937,,"Docteur en histoire contemporaine (Paris 1, 1987). - Professeur d'histoire contemporaine à l'Université du Maine (en 1993). - Spécialiste de l'étude des relations internationales (Source DataBNF)"
449504,Mottez Bernard ,1930,2009,Sociologue. - Directeur de recherches au CNRS et à l'École des hautes études en sciences sociales (EHESS) (Source DataBNF)
149955,Distel Michel,,,
53169,Masilko Vilem,,,
53517,Vanecek Stanislav,,,
150244,Imbert Pierre-Henri,,,Professeur des universités. - Directeur des droits de l'homme au Conseil de l'Europe (en 1995) (Source DataBNF)
398151,Vlassenbröeck W.,,,
00074141,Pulignano Valeria,,,
00074151,Cardin Jean-Réal,,,
00074161,Martin Claude,,,
00074171,Aubin David,,,
31772,Chamoux Marie-Noëlle,,,"Anthropologue. - Chargée de recherche au CNRS, ER 191, techniques et culture, Ivry-sur-Seine (en 1987)
Ecrit aussi en espagnol (Source DataBNF)"
222262,Tribalat Michèle ,1950,,"Chercheuse au département de conjoncture de l'INED, travaillant depuis 15 ans sur les migrations internationales et publiant tous les ans dans la revue ""Population"" une chronique de l'immigration (en 1991) (Source DataBNF)"
69117,Lignereux Yann ,1971,,Agrégé d'histoire et docteur de l'Université Paris 4-Sorbonne. - Maître de conférences à l'Université de Nantes (en 2006) (Source DataBNF)
644389,Daniel Odile,,,Docteur en géographie (en 1968) et en histoire (en 2000) de l'Université Paris 10 (Source DataBNF)
179027,Chapron Emmanuelle,,,"Docteur en histoire (EHESS, 2004). - Professeur d'histoire moderne à l'Université d'Aix-Marseille (en 2017) (Source DataBNF)"
257600,Boutier Jean ,1953,,"Docteur en histoire moderne (Paris, EHESS, 1988). - Directeur d'études à l'École des hautes études en sciences sociales, antenne de Marseille (en 2007) (Source DataBNF)"
174851,Luce Siméon ,1833,1892,Médiéviste. - Professeur à l'École des chartes. - Membre de l'Académie des inscriptions et belles lettres (élu en 1882) (Source DataBNF)
397570,Salomon Jean-Noël ,1945,,"Géographe agrégé. - Docteur en géographie (Aix-Marseille 2, 1986). - Professeur à l'Institut de géographie de Bordeaux III (en 1994) (Source DataBNF)"
384455,Gillet Marylin,,,
228208,Bartosek Karel ,1930,2004,
161181,Attali Michaël,,,
82870,Isambert-Jamati Viviane ,1924,,Sociologue. - Professeur à l'Université René Descartes Paris V (en 1990) (Source DataBNF)
246476,De Laet Sigfried Jan ,1914,1999,Professeur à l'Université de Gand (Source DataBNF)
247205,Sterckx Claude,,,A été maître d'enseignement pour les langues et la civilisation celtiques à l'Université libre de Bruxelles jusqu'en 2007. - Chargé de cours à l'Institut des hautes études de Belgique (en 2010) (Source DataBNF)
44489,Wachtel Nathan ,1935,,"Agrégé d'histoire (1963), docteur en histoire (1969). - Directeur d'études à l'École des hautes études en sciences sociales (1976- ) et professeur au Collège de France, titulaire de la chaire d'Histoire et anthropologie des sociétés méso- et sud- américaines (1992- ) (Source DataBNF)"
276557,Arnould Dominique ,1950,,Maître de conférences de grec à Paris IV (en 1999) (Source DataBNF)
300108,Arbois de Jubainville Henri d,1827,1910,
255263,Tardy Yves,,,Professeur à l'Université Louis Pasteur de Strasbourg (en 1986) (Source DataBNF)
390200,Streel Maurice,,,
35165,Russo Daniel ,1956,,"Historien de l'art. - Professeur d'histoire de l'art médiéval à l'Université de Bourgogne, membre de l'équipe ""Histoire et archéologie médiévales"" de l'UMR-CNRS 5594, Archéologie, cultures et sociétés (en 2005). - A aussi écrit avec Éric Palazzo et Dominique Iogna-Prat sous le pseudonyme collectif Georges Rupalio (Source DataBNF)"
140431,Fossier Robert ,1927,2012,"Publie des documents en latin
Historien. - Professeur d'histoire du Moyen âge à l'Université de Paris I-Sorbonne (en 2009). - Agrégé d'histoire. - Archiviste paléographe (1949). - Prénoms complets : Robert, Marcel (Source DataBNF)"
166194,Hérouard Jean-François,,,
165923,Bouamra Zohra,,,En poste au Centre de recherches de Toulouse de l'Institut national de recherche agronomique (en 1998) (Source DataBNF)
210700,Réquillart Vincent,,,En poste au Centre de recherches de Toulouse de l'Institut national de recherche agronomique (en 1998) (Source DataBNF)
234869,Tabuteau Bruno,,,Docteur en histoire médiévale. - Enseignant. - A publié des contes du Burkina Faso (Source DataBNF)
31570,Mendès-France Pierre ,1907,1982,"Avocat et homme politique, député de l'Eure (1932-1940 puis 1946-1958), ministre de l'Économie nationale (septembre 1944), président du Conseil (juin 1954-février 1955). - Prénoms complets : Pierre, Isaac, Isidore. - Époux de Marie-Claire Mendès France (1921-2004) (Source DataBNF)"
